project_name,employee_name,position,salary,budget,project_manager
Проект_10,Сотрудник_1518,Менеджер,89736,501205,Сотрудник_1908
Проект_17,Сотрудник_1519,Менеджер,87617,217276,Сотрудник_472
Проект_69,Сотрудник_1520,Менеджер,104401,311255,Сотрудник_1267
Проект_56,Сотрудник_1521,Менеджер,74201,652383,Сотрудник_203
Проект_88,Сотрудник_1522,Разработчик,65720,281410,Сотрудник_1232
Проект_55,Сотрудник_1523,Тестировщик,81108,820056,Сотрудник_1643
Проект_45,Сотрудник_1524,Разработчик,104032,210454,Сотрудник_1979
Проект_89,Сотрудник_1525,Разработчик,117575,958441,Сотрудник_1005
Проект_11,Сотрудник_1526,Разработчик,55884,274639,Сотрудник_774
Проект_91,Сотрудник_1527,Менеджер,61637,552717,Сотрудник_172
Проект_90,Сотрудник_1528,Разработчик,64461,330818,Сотрудник_1813
Проект_35,Сотрудник_1529,Разработчик,88215,122173,Сотрудник_716
Проект_4,Сотрудник_1530,Тестировщик,73436,690245,Сотрудник_822
Проект_11,Сотрудник_1531,Разработчик,77492,274639,Сотрудник_774
Проект_11,Сотрудник_1532,Разработчик,114384,274639,Сотрудник_774
Проект_46,Сотрудник_1533,Менеджер,112930,113218,Сотрудник_1227
Проект_30,Сотрудник_1534,Тестировщик,69644,968469,Сотрудник_595
Проект_84,Сотрудник_1535,Тестировщик,58143,434635,Сотрудник_204
Проект_21,Сотрудник_1536,Тестировщик,73675,931791,Сотрудник_1868
Проект_74,Сотрудник_1537,Тестировщик,68354,796598,Сотрудник_719
Проект_2,Сотрудник_1538,Разработчик,114561,123416,Сотрудник_1839
Проект_59,Сотрудник_1539,Менеджер,98443,370986,Сотрудник_975
Проект_66,Сотрудник_1540,Аналитик,61874,734011,Сотрудник_341
Проект_40,Сотрудник_1541,Разработчик,51055,737713,Сотрудник_177
Проект_66,Сотрудник_1542,Менеджер,103853,734011,Сотрудник_341
Проект_44,Сотрудник_1543,Менеджер,59632,197088,Сотрудник_98
Проект_93,Сотрудник_1544,Тестировщик,105104,320306,Сотрудник_1772
Проект_88,Сотрудник_1545,Аналитик,90834,281410,Сотрудник_1232
Проект_86,Сотрудник_1546,Разработчик,52075,418678,Сотрудник_1417
Проект_44,Сотрудник_1547,Менеджер,118095,197088,Сотрудник_98
Проект_2,Сотрудник_1548,Разработчик,106126,123416,Сотрудник_1839
Проект_13,Сотрудник_1549,Разработчик,66713,672979,Сотрудник_545
Проект_78,Сотрудник_1550,Разработчик,66005,724686,Сотрудник_1055
Проект_5,Сотрудник_1551,Менеджер,105533,130151,Сотрудник_1073
Проект_85,Сотрудник_1552,Менеджер,77008,388154,Сотрудник_826
Проект_12,Сотрудник_1553,Разработчик,73383,563731,Сотрудник_637
Проект_23,Сотрудник_1554,Разработчик,64257,598870,Сотрудник_174
Проект_38,Сотрудник_1555,Аналитик,112686,761423,Сотрудник_1625
Проект_75,Сотрудник_1556,Тестировщик,75603,584352,Сотрудник_213
Проект_68,Сотрудник_1557,Аналитик,100774,715849,Сотрудник_1178
Проект_29,Сотрудник_1558,Тестировщик,104690,626671,Сотрудник_1990
Проект_29,Сотрудник_1559,Разработчик,110507,626671,Сотрудник_1990
Проект_82,Сотрудник_1560,Разработчик,68441,748233,Сотрудник_1862
Проект_57,Сотрудник_1561,Разработчик,81485,709320,Сотрудник_891
Проект_21,Сотрудник_1562,Аналитик,116609,931791,Сотрудник_1868
Проект_72,Сотрудник_1563,Тестировщик,95062,109137,Сотрудник_727
Проект_46,Сотрудник_1564,Менеджер,113549,113218,Сотрудник_1227
Проект_47,Сотрудник_1565,Тестировщик,64803,548656,Сотрудник_1883
Проект_37,Сотрудник_1566,Аналитик,74340,290345,Сотрудник_954
Проект_84,Сотрудник_1567,Менеджер,103962,434635,Сотрудник_204
Проект_42,Сотрудник_1568,Тестировщик,98370,658637,Сотрудник_1166
Проект_75,Сотрудник_1569,Аналитик,113226,584352,Сотрудник_213
Проект_70,Сотрудник_1570,Аналитик,79386,189200,Сотрудник_1192
Проект_43,Сотрудник_1571,Разработчик,91328,986278,Сотрудник_1908
Проект_45,Сотрудник_1572,Аналитик,93206,210454,Сотрудник_1979
Проект_63,Сотрудник_1573,Разработчик,98453,897233,Сотрудник_439
Проект_98,Сотрудник_1574,Тестировщик,95760,171475,Сотрудник_140
Проект_35,Сотрудник_1575,Менеджер,106940,122173,Сотрудник_716
Проект_1,Сотрудник_1576,Менеджер,96016,468446,Сотрудник_320
Проект_38,Сотрудник_1577,Аналитик,101812,761423,Сотрудник_1625
Проект_27,Сотрудник_1578,Аналитик,118074,934999,Сотрудник_1329
Проект_15,Сотрудник_1579,Тестировщик,51072,427206,Сотрудник_435
Проект_55,Сотрудник_1580,Аналитик,114486,820056,Сотрудник_1643
Проект_68,Сотрудник_1581,Аналитик,72259,715849,Сотрудник_1178
Проект_64,Сотрудник_1582,Разработчик,65307,983604,Сотрудник_1956
Проект_29,Сотрудник_1583,Менеджер,68910,626671,Сотрудник_1990
Проект_21,Сотрудник_1584,Менеджер,56738,931791,Сотрудник_1868
Проект_63,Сотрудник_1585,Разработчик,59438,897233,Сотрудник_439
Проект_91,Сотрудник_1586,Менеджер,109086,552717,Сотрудник_172
Проект_14,Сотрудник_1587,Тестировщик,105067,694452,Сотрудник_145
Проект_24,Сотрудник_1588,Разработчик,103751,962628,Сотрудник_243
Проект_45,Сотрудник_1589,Тестировщик,106632,210454,Сотрудник_1979
Проект_83,Сотрудник_1590,Разработчик,75464,701270,Сотрудник_106
Проект_38,Сотрудник_1591,Разработчик,102354,761423,Сотрудник_1625
Проект_92,Сотрудник_1592,Менеджер,71135,585814,Сотрудник_1280
Проект_77,Сотрудник_1593,Менеджер,107596,312092,Сотрудник_36
Проект_64,Сотрудник_1594,Аналитик,86794,983604,Сотрудник_1956
Проект_32,Сотрудник_1595,Аналитик,86439,436121,Сотрудник_1750
Проект_16,Сотрудник_1596,Аналитик,79520,382253,Сотрудник_1327
Проект_40,Сотрудник_1597,Менеджер,118466,737713,Сотрудник_177
Проект_90,Сотрудник_1598,Менеджер,83737,330818,Сотрудник_1813
Проект_25,Сотрудник_1599,Разработчик,99125,227148,Сотрудник_645
Проект_27,Сотрудник_1600,Аналитик,59780,934999,Сотрудник_1329
Проект_47,Сотрудник_1601,Менеджер,54675,548656,Сотрудник_1883
Проект_68,Сотрудник_1602,Тестировщик,55258,715849,Сотрудник_1178
Проект_56,Сотрудник_1603,Менеджер,76065,652383,Сотрудник_203
Проект_68,Сотрудник_1604,Тестировщик,96463,715849,Сотрудник_1178
Проект_17,Сотрудник_1605,Разработчик,76411,217276,Сотрудник_472
Проект_95,Сотрудник_1606,Разработчик,63227,171383,Сотрудник_922
Проект_21,Сотрудник_1607,Аналитик,117901,931791,Сотрудник_1868
Проект_44,Сотрудник_1608,Аналитик,101036,197088,Сотрудник_98
Проект_73,Сотрудник_1609,Менеджер,114504,678024,Сотрудник_1570
Проект_32,Сотрудник_1610,Разработчик,80995,436121,Сотрудник_1750
Проект_81,Сотрудник_1611,Тестировщик,111358,522430,Сотрудник_501
Проект_33,Сотрудник_1612,Менеджер,64605,157767,Сотрудник_587
Проект_51,Сотрудник_1613,Менеджер,62898,397245,Сотрудник_1439
Проект_27,Сотрудник_1614,Менеджер,102093,934999,Сотрудник_1329
Проект_48,Сотрудник_1615,Тестировщик,108782,323540,Сотрудник_1602
Проект_34,Сотрудник_1616,Тестировщик,85769,507683,Сотрудник_301
Проект_1,Сотрудник_1617,Аналитик,86901,468446,Сотрудник_320
Проект_68,Сотрудник_1618,Аналитик,76703,715849,Сотрудник_1178
Проект_31,Сотрудник_1619,Разработчик,91572,558898,Сотрудник_88
Проект_63,Сотрудник_1620,Менеджер,100096,897233,Сотрудник_439
Проект_26,Сотрудник_1621,Аналитик,79056,746774,Сотрудник_1402
Проект_87,Сотрудник_1622,Тестировщик,72569,689437,Сотрудник_867
Проект_36,Сотрудник_1623,Менеджер,55366,893845,Сотрудник_92
Проект_31,Сотрудник_1624,Аналитик,70988,558898,Сотрудник_88
Проект_76,Сотрудник_1625,Аналитик,91854,743261,Сотрудник_1590
Проект_12,Сотрудник_1626,Тестировщик,67656,563731,Сотрудник_637
Проект_90,Сотрудник_1627,Тестировщик,118683,330818,Сотрудник_1813
Проект_59,Сотрудник_1628,Тестировщик,57198,370986,Сотрудник_975
Проект_18,Сотрудник_1629,Аналитик,115830,661734,Сотрудник_945
Проект_37,Сотрудник_1630,Тестировщик,103937,290345,Сотрудник_954
Проект_7,Сотрудник_1631,Менеджер,57295,369831,Сотрудник_1148
Проект_2,Сотрудник_1632,Менеджер,67684,123416,Сотрудник_1839
Проект_58,Сотрудник_1633,Тестировщик,117208,988343,Сотрудник_1875
Проект_13,Сотрудник_1634,Менеджер,55846,672979,Сотрудник_545
Проект_28,Сотрудник_1635,Менеджер,68592,484525,Сотрудник_1698
Проект_1,Сотрудник_1636,Тестировщик,99509,468446,Сотрудник_320
Проект_53,Сотрудник_1637,Менеджер,107073,615729,Сотрудник_447
Проект_63,Сотрудник_1638,Аналитик,73796,897233,Сотрудник_439
Проект_14,Сотрудник_1639,Аналитик,118761,694452,Сотрудник_145
Проект_55,Сотрудник_1640,Тестировщик,119058,820056,Сотрудник_1643
Проект_7,Сотрудник_1641,Менеджер,80219,369831,Сотрудник_1148
Проект_90,Сотрудник_1642,Аналитик,50231,330818,Сотрудник_1813
Проект_68,Сотрудник_1643,Разработчик,70334,715849,Сотрудник_1178
Проект_2,Сотрудник_1644,Разработчик,112479,123416,Сотрудник_1839
Проект_45,Сотрудник_1645,Разработчик,56018,210454,Сотрудник_1979
Проект_52,Сотрудник_1646,Аналитик,107355,987200,Сотрудник_560
Проект_62,Сотрудник_1647,Разработчик,101008,809822,Сотрудник_1546
Проект_22,Сотрудник_1648,Тестировщик,69194,946640,Сотрудник_1784
Проект_83,Сотрудник_1649,Аналитик,58393,701270,Сотрудник_106
Проект_12,Сотрудник_1650,Разработчик,90646,563731,Сотрудник_637
Проект_96,Сотрудник_1651,Разработчик,80622,346560,Сотрудник_670
Проект_33,Сотрудник_1652,Менеджер,58824,157767,Сотрудник_587
Проект_22,Сотрудник_1653,Аналитик,85177,946640,Сотрудник_1784
Проект_28,Сотрудник_1654,Тестировщик,101127,484525,Сотрудник_1698
Проект_25,Сотрудник_1655,Менеджер,70620,227148,Сотрудник_645
Проект_78,Сотрудник_1656,Тестировщик,80347,724686,Сотрудник_1055
Проект_73,Сотрудник_1657,Тестировщик,55690,678024,Сотрудник_1570
Проект_55,Сотрудник_1658,Аналитик,118583,820056,Сотрудник_1643
Проект_95,Сотрудник_1659,Разработчик,74528,171383,Сотрудник_922
Проект_41,Сотрудник_1660,Аналитик,86466,939334,Сотрудник_1926
Проект_54,Сотрудник_1661,Разработчик,96863,179402,Сотрудник_1709
Проект_90,Сотрудник_1662,Аналитик,73339,330818,Сотрудник_1813
Проект_41,Сотрудник_1663,Тестировщик,67310,939334,Сотрудник_1926
Проект_14,Сотрудник_1664,Тестировщик,98146,694452,Сотрудник_145
Проект_12,Сотрудник_1665,Тестировщик,118453,563731,Сотрудник_637
Проект_99,Сотрудник_1666,Менеджер,85754,465399,Сотрудник_1840
Проект_44,Сотрудник_1667,Аналитик,76058,197088,Сотрудник_98
Проект_23,Сотрудник_1668,Разработчик,77294,598870,Сотрудник_174
Проект_43,Сотрудник_1669,Тестировщик,119258,986278,Сотрудник_1908
Проект_92,Сотрудник_1670,Менеджер,89072,585814,Сотрудник_1280
Проект_80,Сотрудник_1671,Тестировщик,103931,297013,Сотрудник_859
Проект_10,Сотрудник_1672,Разработчик,56783,501205,Сотрудник_1908
Проект_97,Сотрудник_1673,Аналитик,62038,252742,Сотрудник_219
Проект_15,Сотрудник_1674,Тестировщик,84001,427206,Сотрудник_435
Проект_49,Сотрудник_1675,Разработчик,96471,260437,Сотрудник_1238
Проект_100,Сотрудник_1676,Менеджер,101222,575981,Сотрудник_1736
Проект_27,Сотрудник_1677,Менеджер,56955,934999,Сотрудник_1329
Проект_85,Сотрудник_1678,Менеджер,105408,388154,Сотрудник_826
Проект_58,Сотрудник_1679,Тестировщик,52217,988343,Сотрудник_1875
Проект_68,Сотрудник_1680,Разработчик,56914,715849,Сотрудник_1178
Проект_92,Сотрудник_1681,Менеджер,86831,585814,Сотрудник_1280
Проект_77,Сотрудник_1682,Разработчик,53469,312092,Сотрудник_36
Проект_90,Сотрудник_1683,Менеджер,105442,330818,Сотрудник_1813
Проект_20,Сотрудник_1684,Тестировщик,113365,264373,Сотрудник_1566
Проект_4,Сотрудник_1685,Менеджер,78842,690245,Сотрудник_822
Проект_47,Сотрудник_1686,Аналитик,81377,548656,Сотрудник_1883
Проект_25,Сотрудник_1687,Разработчик,87809,227148,Сотрудник_645
Проект_34,Сотрудник_1688,Аналитик,57684,507683,Сотрудник_301
Проект_47,Сотрудник_1689,Тестировщик,83891,548656,Сотрудник_1883
Проект_98,Сотрудник_1690,Тестировщик,54902,171475,Сотрудник_140
Проект_16,Сотрудник_1691,Тестировщик,100650,382253,Сотрудник_1327
Проект_13,Сотрудник_1692,Менеджер,93429,672979,Сотрудник_545
Проект_100,Сотрудник_1693,Менеджер,96240,575981,Сотрудник_1736
Проект_38,Сотрудник_1694,Менеджер,116598,761423,Сотрудник_1625
Проект_34,Сотрудник_1695,Разработчик,103723,507683,Сотрудник_301
Проект_73,Сотрудник_1696,Разработчик,89283,678024,Сотрудник_1570
Проект_90,Сотрудник_1697,Аналитик,52501,330818,Сотрудник_1813
Проект_94,Сотрудник_1698,Менеджер,53667,264355,Сотрудник_1535
Проект_45,Сотрудник_1699,Разработчик,66934,210454,Сотрудник_1979
Проект_8,Сотрудник_1700,Разработчик,118919,282968,Сотрудник_895
Проект_1,Сотрудник_1701,Разработчик,99842,468446,Сотрудник_320
Проект_39,Сотрудник_1702,Менеджер,83598,565795,Сотрудник_843
Проект_84,Сотрудник_1703,Разработчик,72963,434635,Сотрудник_204
Проект_1,Сотрудник_1704,Аналитик,102841,468446,Сотрудник_320
Проект_60,Сотрудник_1705,Тестировщик,106764,573992,Сотрудник_1225
Проект_97,Сотрудник_1706,Разработчик,80771,252742,Сотрудник_219
Проект_89,Сотрудник_1707,Тестировщик,118740,958441,Сотрудник_1005
Проект_21,Сотрудник_1708,Аналитик,118886,931791,Сотрудник_1868
Проект_65,Сотрудник_1709,Тестировщик,65069,754662,Сотрудник_750
Проект_59,Сотрудник_1710,Разработчик,75641,370986,Сотрудник_975
Проект_75,Сотрудник_1711,Тестировщик,115649,584352,Сотрудник_213
Проект_4,Сотрудник_1712,Разработчик,92078,690245,Сотрудник_822
Проект_16,Сотрудник_1713,Разработчик,63282,382253,Сотрудник_1327
Проект_63,Сотрудник_1714,Аналитик,94535,897233,Сотрудник_439
Проект_22,Сотрудник_1715,Менеджер,118756,946640,Сотрудник_1784
Проект_90,Сотрудник_1716,Аналитик,108831,330818,Сотрудник_1813
Проект_75,Сотрудник_1717,Менеджер,68086,584352,Сотрудник_213
Проект_73,Сотрудник_1718,Аналитик,70025,678024,Сотрудник_1570
Проект_5,Сотрудник_1719,Менеджер,65975,130151,Сотрудник_1073
Проект_91,Сотрудник_1720,Менеджер,68432,552717,Сотрудник_172
Проект_42,Сотрудник_1721,Разработчик,92591,658637,Сотрудник_1166
Проект_65,Сотрудник_1722,Аналитик,74522,754662,Сотрудник_750
Проект_34,Сотрудник_1723,Аналитик,70679,507683,Сотрудник_301
Проект_8,Сотрудник_1724,Разработчик,115456,282968,Сотрудник_895
Проект_84,Сотрудник_1725,Тестировщик,69732,434635,Сотрудник_204
Проект_6,Сотрудник_1726,Разработчик,85149,216367,Сотрудник_473
Проект_29,Сотрудник_1727,Аналитик,104184,626671,Сотрудник_1990
Проект_79,Сотрудник_1728,Разработчик,52994,394683,Сотрудник_1357
Проект_94,Сотрудник_1729,Аналитик,62132,264355,Сотрудник_1535
Проект_40,Сотрудник_1730,Менеджер,55756,737713,Сотрудник_177
Проект_71,Сотрудник_1731,Тестировщик,105116,139145,Сотрудник_313
Проект_99,Сотрудник_1732,Разработчик,104832,465399,Сотрудник_1840
Проект_6,Сотрудник_1733,Менеджер,96694,216367,Сотрудник_473
Проект_20,Сотрудник_1734,Менеджер,94409,264373,Сотрудник_1566
Проект_63,Сотрудник_1735,Менеджер,50964,897233,Сотрудник_439
Проект_77,Сотрудник_1736,Аналитик,98566,312092,Сотрудник_36
Проект_89,Сотрудник_1737,Тестировщик,107468,958441,Сотрудник_1005
Проект_51,Сотрудник_1738,Аналитик,55961,397245,Сотрудник_1439
Проект_91,Сотрудник_1739,Тестировщик,77315,552717,Сотрудник_172
Проект_22,Сотрудник_1740,Аналитик,67195,946640,Сотрудник_1784
Проект_26,Сотрудник_1741,Тестировщик,79991,746774,Сотрудник_1402
Проект_7,Сотрудник_1742,Разработчик,56416,369831,Сотрудник_1148
Проект_33,Сотрудник_1743,Менеджер,105760,157767,Сотрудник_587
Проект_99,Сотрудник_1744,Тестировщик,56968,465399,Сотрудник_1840
Проект_18,Сотрудник_1745,Менеджер,95235,661734,Сотрудник_945
Проект_70,Сотрудник_1746,Аналитик,94431,189200,Сотрудник_1192
Проект_91,Сотрудник_1747,Аналитик,79367,552717,Сотрудник_172
Проект_80,Сотрудник_1748,Тестировщик,97853,297013,Сотрудник_859
Проект_83,Сотрудник_1749,Разработчик,113828,701270,Сотрудник_106
Проект_98,Сотрудник_1750,Тестировщик,90021,171475,Сотрудник_140
Проект_53,Сотрудник_1751,Аналитик,108614,615729,Сотрудник_447
Проект_33,Сотрудник_1752,Тестировщик,109664,157767,Сотрудник_587
Проект_99,Сотрудник_1753,Разработчик,56058,465399,Сотрудник_1840
Проект_2,Сотрудник_1754,Тестировщик,91064,123416,Сотрудник_1839
Проект_82,Сотрудник_1755,Аналитик,92655,748233,Сотрудник_1862
Проект_76,Сотрудник_1756,Аналитик,93122,743261,Сотрудник_1590
Проект_82,Сотрудник_1757,Аналитик,63259,748233,Сотрудник_1862
Проект_54,Сотрудник_1758,Разработчик,59655,179402,Сотрудник_1709
Проект_25,Сотрудник_1759,Менеджер,108790,227148,Сотрудник_645
Проект_94,Сотрудник_1760,Менеджер,69381,264355,Сотрудник_1535
Проект_97,Сотрудник_1761,Менеджер,70326,252742,Сотрудник_219
Проект_90,Сотрудник_1762,Тестировщик,98656,330818,Сотрудник_1813
Проект_13,Сотрудник_1763,Менеджер,51364,672979,Сотрудник_545
Проект_87,Сотрудник_1764,Тестировщик,108011,689437,Сотрудник_867
Проект_22,Сотрудник_1765,Менеджер,90969,946640,Сотрудник_1784
Проект_4,Сотрудник_1766,Разработчик,115157,690245,Сотрудник_822
Проект_14,Сотрудник_1767,Аналитик,64104,694452,Сотрудник_145
Проект_79,Сотрудник_1768,Тестировщик,65496,394683,Сотрудник_1357
Проект_49,Сотрудник_1769,Менеджер,80997,260437,Сотрудник_1238
Проект_80,Сотрудник_1770,Аналитик,67032,297013,Сотрудник_859
Проект_72,Сотрудник_1771,Разработчик,118044,109137,Сотрудник_727
Проект_75,Сотрудник_1772,Разработчик,82401,584352,Сотрудник_213
Проект_18,Сотрудник_1773,Тестировщик,94148,661734,Сотрудник_945
Проект_57,Сотрудник_1774,Менеджер,114668,709320,Сотрудник_891
Проект_71,Сотрудник_1775,Менеджер,80081,139145,Сотрудник_313
Проект_79,Сотрудник_1776,Аналитик,105164,394683,Сотрудник_1357
Проект_33,Сотрудник_1777,Тестировщик,67240,157767,Сотрудник_587
Проект_83,Сотрудник_1778,Разработчик,74138,701270,Сотрудник_106
Проект_22,Сотрудник_1779,Аналитик,56631,946640,Сотрудник_1784
Проект_60,Сотрудник_1780,Тестировщик,103795,573992,Сотрудник_1225
Проект_60,Сотрудник_1781,Менеджер,76802,573992,Сотрудник_1225
Проект_91,Сотрудник_1782,Менеджер,110436,552717,Сотрудник_172
Проект_77,Сотрудник_1783,Разработчик,90750,312092,Сотрудник_36
Проект_71,Сотрудник_1784,Тестировщик,83205,139145,Сотрудник_313
Проект_34,Сотрудник_1785,Тестировщик,119095,507683,Сотрудник_301
Проект_98,Сотрудник_1786,Аналитик,95910,171475,Сотрудник_140
Проект_86,Сотрудник_1787,Аналитик,93200,418678,Сотрудник_1417
Проект_73,Сотрудник_1788,Разработчик,115432,678024,Сотрудник_1570
Проект_30,Сотрудник_1789,Менеджер,58984,968469,Сотрудник_595
Проект_60,Сотрудник_1790,Тестировщик,110276,573992,Сотрудник_1225
Проект_71,Сотрудник_1791,Менеджер,110330,139145,Сотрудник_313
Проект_98,Сотрудник_1792,Разработчик,83676,171475,Сотрудник_140
Проект_97,Сотрудник_1793,Менеджер,112347,252742,Сотрудник_219
Проект_21,Сотрудник_1794,Аналитик,88801,931791,Сотрудник_1868
Проект_28,Сотрудник_1795,Тестировщик,52175,484525,Сотрудник_1698
Проект_43,Сотрудник_1796,Менеджер,106305,986278,Сотрудник_1908
Проект_12,Сотрудник_1797,Разработчик,98554,563731,Сотрудник_637
Проект_99,Сотрудник_1798,Аналитик,95474,465399,Сотрудник_1840
Проект_1,Сотрудник_1799,Аналитик,60118,468446,Сотрудник_320
Проект_51,Сотрудник_1800,Разработчик,72081,397245,Сотрудник_1439
Проект_81,Сотрудник_1801,Менеджер,84194,522430,Сотрудник_501
Проект_68,Сотрудник_1802,Тестировщик,103047,715849,Сотрудник_1178
Проект_52,Сотрудник_1803,Аналитик,81564,987200,Сотрудник_560
Проект_62,Сотрудник_1804,Разработчик,81540,809822,Сотрудник_1546
Проект_66,Сотрудник_1805,Разработчик,97328,734011,Сотрудник_341
Проект_50,Сотрудник_1806,Менеджер,118846,474629,Сотрудник_616
Проект_91,Сотрудник_1807,Тестировщик,117448,552717,Сотрудник_172
Проект_75,Сотрудник_1808,Аналитик,52980,584352,Сотрудник_213
Проект_60,Сотрудник_1809,Аналитик,111176,573992,Сотрудник_1225
Проект_18,Сотрудник_1810,Аналитик,110442,661734,Сотрудник_945
Проект_18,Сотрудник_1811,Тестировщик,74928,661734,Сотрудник_945
Проект_35,Сотрудник_1812,Аналитик,80581,122173,Сотрудник_716
Проект_43,Сотрудник_1813,Менеджер,93062,986278,Сотрудник_1908
Проект_28,Сотрудник_1814,Менеджер,62114,484525,Сотрудник_1698
Проект_6,Сотрудник_1815,Аналитик,112068,216367,Сотрудник_473
Проект_79,Сотрудник_1816,Менеджер,61898,394683,Сотрудник_1357
Проект_19,Сотрудник_1817,Тестировщик,112639,396884,Сотрудник_182
Проект_100,Сотрудник_1818,Разработчик,95501,575981,Сотрудник_1736
Проект_70,Сотрудник_1819,Тестировщик,91825,189200,Сотрудник_1192
Проект_52,Сотрудник_1820,Менеджер,99767,987200,Сотрудник_560
Проект_52,Сотрудник_1821,Менеджер,96954,987200,Сотрудник_560
Проект_37,Сотрудник_1822,Менеджер,110070,290345,Сотрудник_954
Проект_8,Сотрудник_1823,Аналитик,118867,282968,Сотрудник_895
Проект_41,Сотрудник_1824,Тестировщик,98187,939334,Сотрудник_1926
Проект_39,Сотрудник_1825,Менеджер,86381,565795,Сотрудник_843
Проект_83,Сотрудник_1826,Менеджер,115865,701270,Сотрудник_106
Проект_96,Сотрудник_1827,Менеджер,66438,346560,Сотрудник_670
Проект_97,Сотрудник_1828,Менеджер,97459,252742,Сотрудник_219
Проект_81,Сотрудник_1829,Аналитик,98413,522430,Сотрудник_501
Проект_56,Сотрудник_1830,Разработчик,87394,652383,Сотрудник_203
Проект_94,Сотрудник_1831,Тестировщик,54283,264355,Сотрудник_1535
Проект_37,Сотрудник_1832,Тестировщик,101269,290345,Сотрудник_954
Проект_75,Сотрудник_1833,Менеджер,88980,584352,Сотрудник_213
Проект_56,Сотрудник_1834,Менеджер,90377,652383,Сотрудник_203
Проект_39,Сотрудник_1835,Аналитик,90772,565795,Сотрудник_843
Проект_80,Сотрудник_1836,Менеджер,114476,297013,Сотрудник_859
Проект_63,Сотрудник_1837,Аналитик,92739,897233,Сотрудник_439
Проект_3,Сотрудник_1838,Менеджер,59710,708634,Сотрудник_893
Проект_46,Сотрудник_1839,Менеджер,93308,113218,Сотрудник_1227
Проект_99,Сотрудник_1840,Тестировщик,74839,465399,Сотрудник_1840
Проект_61,Сотрудник_1841,Тестировщик,94968,929971,Сотрудник_1743
Проект_36,Сотрудник_1842,Тестировщик,58281,893845,Сотрудник_92
Проект_57,Сотрудник_1843,Аналитик,68855,709320,Сотрудник_891
Проект_89,Сотрудник_1844,Аналитик,90719,958441,Сотрудник_1005
Проект_43,Сотрудник_1845,Разработчик,70777,986278,Сотрудник_1908
Проект_1,Сотрудник_1846,Разработчик,89043,468446,Сотрудник_320
Проект_49,Сотрудник_1847,Аналитик,113358,260437,Сотрудник_1238
Проект_26,Сотрудник_1848,Менеджер,84359,746774,Сотрудник_1402
Проект_56,Сотрудник_1849,Разработчик,75998,652383,Сотрудник_203
Проект_90,Сотрудник_1850,Аналитик,65016,330818,Сотрудник_1813
Проект_59,Сотрудник_1851,Тестировщик,53935,370986,Сотрудник_975
Проект_74,Сотрудник_1852,Разработчик,83747,796598,Сотрудник_719
Проект_23,Сотрудник_1853,Менеджер,110428,598870,Сотрудник_174
Проект_18,Сотрудник_1854,Аналитик,96087,661734,Сотрудник_945
Проект_98,Сотрудник_1855,Менеджер,99892,171475,Сотрудник_140
Проект_37,Сотрудник_1856,Менеджер,106737,290345,Сотрудник_954
Проект_63,Сотрудник_1857,Аналитик,66709,897233,Сотрудник_439
Проект_26,Сотрудник_1858,Менеджер,109783,746774,Сотрудник_1402
Проект_69,Сотрудник_1859,Тестировщик,93193,311255,Сотрудник_1267
Проект_87,Сотрудник_1860,Разработчик,60800,689437,Сотрудник_867
Проект_9,Сотрудник_1861,Аналитик,86403,969563,Сотрудник_1959
Проект_50,Сотрудник_1862,Тестировщик,119609,474629,Сотрудник_616
Проект_69,Сотрудник_1863,Аналитик,87614,311255,Сотрудник_1267
Проект_75,Сотрудник_1864,Менеджер,70886,584352,Сотрудник_213
Проект_87,Сотрудник_1865,Аналитик,55257,689437,Сотрудник_867
Проект_64,Сотрудник_1866,Аналитик,52265,983604,Сотрудник_1956
Проект_8,Сотрудник_1867,Тестировщик,104249,282968,Сотрудник_895
Проект_29,Сотрудник_1868,Тестировщик,84809,626671,Сотрудник_1990
Проект_20,Сотрудник_1869,Аналитик,83686,264373,Сотрудник_1566
Проект_86,Сотрудник_1870,Менеджер,51699,418678,Сотрудник_1417
Проект_38,Сотрудник_1871,Разработчик,70286,761423,Сотрудник_1625
Проект_48,Сотрудник_1872,Тестировщик,61490,323540,Сотрудник_1602
Проект_43,Сотрудник_1873,Менеджер,59928,986278,Сотрудник_1908
Проект_39,Сотрудник_1874,Аналитик,88121,565795,Сотрудник_843
Проект_16,Сотрудник_1875,Менеджер,80482,382253,Сотрудник_1327
Проект_21,Сотрудник_1876,Менеджер,59358,931791,Сотрудник_1868
Проект_34,Сотрудник_1877,Тестировщик,61602,507683,Сотрудник_301
Проект_18,Сотрудник_1878,Менеджер,113300,661734,Сотрудник_945
Проект_19,Сотрудник_1879,Разработчик,53938,396884,Сотрудник_182
Проект_38,Сотрудник_1880,Разработчик,62734,761423,Сотрудник_1625
Проект_1,Сотрудник_1881,Менеджер,78112,468446,Сотрудник_320
Проект_83,Сотрудник_1882,Менеджер,50373,701270,Сотрудник_106
Проект_47,Сотрудник_1883,Аналитик,62521,548656,Сотрудник_1883
Проект_18,Сотрудник_1884,Аналитик,104068,661734,Сотрудник_945
Проект_1,Сотрудник_1885,Аналитик,97045,468446,Сотрудник_320
Проект_2,Сотрудник_1886,Тестировщик,74168,123416,Сотрудник_1839
Проект_47,Сотрудник_1887,Аналитик,85548,548656,Сотрудник_1883
